run_id,arch_name,dataset,noise_level,seed,run_seed,model_index,epochs,lr,num_metric_samples,in_channels,num_classes,input_size,gen_depth,gen_stages,gen_channels_str,lce,lpa,final_acc,asymptotic_tbd_mean,asymptotic_tbd_std,tau,total_tbd
plain_cnn_nbn-m3-mnist-n50-s42,plain_cnn_nbn,mnist,0.5,42,45,3,15,0.001,300,1,10,28,16,nan,"[256, 256, 512, 256, 64, 256, 512, 128, 128, 256, 512, 256, 256, 256, 128, 512]",2.551743854710737,0.12109849787868364,11.35,0.5535195676551666,0.015869792421080865,16.919463995823506,8.92476684282883
plain_cnn_nbn-m3-mnist-n100-s42,plain_cnn_nbn,mnist,1.0,42,45,3,15,0.001,300,1,10,28,16,nan,"[256, 256, 512, 256, 64, 256, 512, 128, 128, 256, 512, 256, 256, 256, 128, 512]",2.5211625310694794,0.12304781561747506,8.92,0.5442487806780264,0.013986685829015988,37.41898587880713,8.498568655690178
plain_cnn_nbn-m4-mnist-n0-s42,plain_cnn_nbn,mnist,0.0,42,46,4,15,0.001,300,1,10,28,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",1.5493584694238534,0.11718839582616673,11.35,0.42331913080997763,0.014179415203461294,7.291030186525276,7.311486270511523
plain_cnn_nbn-m4-mnist-n50-s42,plain_cnn_nbn,mnist,0.5,42,46,4,15,0.001,300,1,10,28,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",2.293837263513794,0.12304781561747506,11.35,0.3105627944227308,0.010360012450840997,8.412670706396806,5.374761863844469
plain_cnn_nbn-m4-mnist-n100-s42,plain_cnn_nbn,mnist,1.0,42,46,4,15,0.001,300,1,10,28,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",2.5486908526306307,0.1347666552000917,10.1,0.3045240423642099,0.01606028915933074,8.333808990559062,5.229451952967793
plain_cnn_bn-m0-mnist-n0-s42,plain_cnn_bn,mnist,0.0,42,1042,0,15,0.001,300,1,10,28,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.5828814444172976,0.12499713335626648,99.14,593.4498640060425,52.05957750670518,0.3550938325651926,18487.126316070557
plain_cnn_bn-m0-mnist-n50-s42,plain_cnn_bn,mnist,0.5,42,1042,0,15,0.001,300,1,10,28,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.3826458582026033,0.12890723540878338,96.41,640.7227190971374,40.68126123189206,0.36054482355764533,19975.831241607666
plain_cnn_bn-m0-mnist-n100-s42,plain_cnn_bn,mnist,1.0,42,1042,0,15,0.001,300,1,10,28,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.8500072745545806,0.11522761151244122,0.28,668.3726501464844,24.915615786262126,0.3977115338647431,21574.837677001953
plain_cnn_bn-m1-mnist-n0-s42,plain_cnn_bn,mnist,0.0,42,1043,1,15,0.001,300,1,10,28,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.4464393446710155,0.12890723540878338,20.0,6825.412673664093,211.37036892748156,0.7920815814629008,120271.68901872635
plain_cnn_bn-m1-mnist-n50-s42,plain_cnn_bn,mnist,0.5,42,1043,1,15,0.001,300,1,10,28,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.4464393446710155,0.13672743951381722,13.93,7180.739539527893,378.525486453107,0.7675673291696281,123678.79110383987
plain_cnn_bn-m1-mnist-n100-s42,plain_cnn_bn,mnist,1.0,42,1043,1,15,0.001,300,1,10,28,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.321928094887362,0.11718839582616673,9.23,6624.380594158172,194.89496233508686,0.676257179080939,117864.69131422043
plain_cnn_bn-m2-mnist-n0-s42,plain_cnn_bn,mnist,0.0,42,1044,2,15,0.001,300,1,10,28,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.9219280948873627,0.1132782937736498,10.7,16814.029067611693,1168.1443956658836,1.1201624135295387,273074.4312362671
plain_cnn_bn-m2-mnist-n50-s42,plain_cnn_bn,mnist,0.5,42,1044,2,15,0.001,300,1,10,28,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.1219280948873624,0.11522761151244122,10.05,16329.299418067932,1486.0696981023284,1.039038773225298,280661.7947587967
plain_cnn_bn-m2-mnist-n100-s42,plain_cnn_bn,mnist,1.0,42,1044,2,15,0.001,300,1,10,28,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.6464393446710157,0.11913771356495813,10.14,17457.000786209108,2287.315725303891,1.1119771660249684,264928.29918670654
plain_cnn_bn-m3-mnist-n0-s42,plain_cnn_bn,mnist,0.0,42,1045,3,15,0.001,300,1,10,28,48,nan,"[512, 512, 512, 128, 64, 256, 64, 64, 128, 64, 128, 64, 64, 256, 64, 256, 256, 64, 128, 64, 64, 256, 64, 256, 256, 128, 256, 512, 512, 256, 64, 256, 512, 256, 512, 256, 128, 512, 512, 512, 128, 256, 64, 128, 512, 64, 512, 256]",2.321928094887362,0.12500859993120053,9.7,12768.14643688202,932.6919883232276,0.4978576785650175,219655.17289447784
plain_cnn_bn-m3-mnist-n50-s42,plain_cnn_bn,mnist,0.5,42,1045,3,15,0.001,300,1,10,28,48,nan,"[512, 512, 512, 128, 64, 256, 64, 64, 128, 64, 128, 64, 64, 256, 64, 256, 256, 64, 128, 64, 64, 256, 64, 256, 256, 128, 256, 512, 512, 256, 64, 256, 512, 256, 512, 256, 128, 512, 512, 512, 128, 256, 64, 128, 512, 64, 512, 256]",2.6464393446710157,0.12695791766999198,9.42,13623.842571258545,307.3473141169919,0.10000000093498583,234666.43308258057
plain_cnn_bn-m3-mnist-n100-s42,plain_cnn_bn,mnist,1.0,42,1045,3,15,0.001,300,1,10,28,48,nan,"[512, 512, 512, 128, 64, 256, 64, 64, 128, 64, 128, 64, 64, 256, 64, 256, 256, 64, 128, 64, 64, 256, 64, 256, 256, 128, 256, 512, 512, 256, 64, 256, 512, 256, 512, 256, 128, 512, 512, 512, 128, 256, 64, 128, 512, 64, 512, 256]",2.6464393446710157,0.1269464510950579,9.69,12698.430121803283,643.7541777518184,0.7664199487750749,223945.66113567352
plain_cnn_bn-m4-mnist-n0-s42,plain_cnn_bn,mnist,0.0,42,1046,4,15,0.001,300,1,10,28,24,nan,"[256, 128, 64, 128, 128, 128, 64, 64, 128, 64, 256, 64, 512, 128, 512, 128, 64, 256, 512, 512, 64, 128, 64, 64]",2.5219280948873637,0.14062607499140006,97.76,1261.5793663024901,169.0014056552838,4.557445322240903,44964.74246311188
plain_cnn_bn-m4-mnist-n50-s42,plain_cnn_bn,mnist,0.5,42,1046,4,15,0.001,300,1,10,28,24,nan,"[256, 128, 64, 128, 128, 128, 64, 64, 128, 64, 256, 64, 512, 128, 512, 128, 64, 256, 512, 512, 64, 128, 64, 64]",2.7219280948873625,0.11522761151244122,81.33,2494.753098011017,307.98656327019444,1.8701572418627639,57735.04813814163
plain_cnn_bn-m4-mnist-n100-s42,plain_cnn_bn,mnist,1.0,42,1046,4,15,0.001,300,1,10,28,24,nan,"[256, 128, 64, 128, 128, 128, 64, 64, 128, 64, 256, 64, 512, 128, 512, 128, 64, 256, 512, 512, 64, 128, 64, 64]",2.4464393446710155,0.1269464510950579,8.21,3773.6074741363527,169.0821749758987,0.7479474832549028,66880.2769780159
resnet-m0-mnist-n0-s42,resnet,mnist,0.0,42,2042,0,15,0.001,300,1,10,28,25,4,"[128, 64, 512, 256]",2.025608680453665,0.13671597293888316,98.82,15303.965772247315,1877.6426773844462,2.1121647041792273,511314.8860473633
resnet-m0-mnist-n50-s42,resnet,mnist,0.5,42,2042,0,15,0.001,300,1,10,28,25,4,"[128, 64, 512, 256]",2.489795939823961,0.12304781561747506,91.09,20843.413228607176,2493.9374456669166,4.182022232008389,659006.0303516388
resnet-m0-mnist-n100-s42,resnet,mnist,1.0,42,2042,0,15,0.001,300,1,10,28,25,4,"[128, 64, 512, 256]",2.538743010246473,0.12505446623093683,1.97,47138.7142539978,2420.371692550634,0.7026670983000303,868660.8334178925
resnet-m1-mnist-n0-s42,resnet,mnist,0.0,42,2043,1,15,0.001,300,1,10,28,33,4,"[128, 128, 512, 64]",2.025281337838134,0.11718839582616673,98.63,27404.33416633606,2073.005202134808,1.4431207390812353,961780.3069496155
resnet-m1-mnist-n50-s42,resnet,mnist,0.5,42,2043,1,15,0.001,300,1,10,28,33,4,"[128, 128, 512, 64]",2.413651133233734,0.1171998624011008,85.91,55234.93977127075,6306.598604304864,0.6769332149435274,1292559.9759216309
resnet-m1-mnist-n100-s42,resnet,mnist,1.0,42,2043,1,15,0.001,300,1,10,28,33,4,"[128, 128, 512, 64]",2.535254526943234,0.12304781561747506,3.46,76992.37874336242,4242.78435221638,0.4577007975895082,1435860.3880615234
resnet-m2-mnist-n0-s42,resnet,mnist,0.0,42,2044,2,15,0.001,300,1,10,28,8,4,"[256, 512, 512, 128]",1.8462415256685978,0.11523907808737528,98.91,890.2138265609741,195.99816901107607,0.7230127979316547,64366.372239112854
resnet-m2-mnist-n50-s42,resnet,mnist,0.5,42,2044,2,15,0.001,300,1,10,28,8,4,"[256, 512, 512, 128]",2.4250575362986337,0.12109849787868364,94.23,1571.634651184082,54.35455915620388,0.46086099042120643,62715.555941581726
resnet-m2-mnist-n100-s42,resnet,mnist,1.0,42,2044,2,15,0.001,300,1,10,28,8,4,"[256, 512, 512, 128]",2.514483622909138,0.1347781217750258,0.39,1565.9152219772338,51.50754596448151,0.4001467104396721,60892.68954086304
resnet-m3-mnist-n0-s42,resnet,mnist,0.0,42,2045,3,15,0.001,300,1,10,28,16,4,"[512, 128, 256, 256]",1.8470612496876528,0.12304781561747506,99.05,11998.330674552917,2250.3743750271337,0.9473950935672734,397450.95662784576
resnet-m3-mnist-n50-s42,resnet,mnist,0.5,42,2045,3,15,0.001,300,1,10,28,16,4,"[512, 128, 256, 256]",2.3561092213533543,0.12108703130374958,93.0,14367.747797393798,1009.8210980102644,0.8199719344613212,443405.35870170593
resnet-m3-mnist-n100-s42,resnet,mnist,1.0,42,2045,3,15,0.001,300,1,10,28,16,4,"[512, 128, 256, 256]",2.5441059227281917,0.11522761151244122,1.02,22620.971305847168,2382.854572375573,0.710049270122848,575944.6678476334
resnet-m4-mnist-n0-s42,resnet,mnist,0.0,42,2046,4,15,0.001,300,1,10,28,49,4,"[512, 512, 64, 256]",1.8847024448217438,0.1386996904024768,81.02,115502.98152770996,8780.68897880491,0.4931067811699814,2230348.0090065002
resnet-m4-mnist-n50-s42,resnet,mnist,0.5,42,2046,4,15,0.001,300,1,10,28,49,4,"[512, 512, 64, 256]",2.3334309071230264,0.16600160532049077,24.35,130753.33916015625,1963.6957861525336,0.3759514980059184,2319724.8700027466
resnet-m4-mnist-n100-s42,resnet,mnist,1.0,42,2046,4,15,0.001,300,1,10,28,49,4,"[512, 512, 64, 256]",2.5370459036433566,0.1132782937736498,7.26,133894.78687934874,1706.6525709912762,0.3573821304375386,2336141.9756145477
plain_cnn_nbn-m0-cifar-n0-s42,plain_cnn_nbn,cifar,0.0,42,42,0,15,0.001,300,3,10,32,48,nan,"[256, 128, 512, 64, 64, 128, 64, 256, 128, 64, 256, 64, 512, 256, 64, 64, 512, 256, 256, 64, 128, 256, 64, 256, 64, 128, 512, 128, 512, 128, 64, 128, 64, 512, 64, 64, 128, 256, 256, 256, 256, 64, 128, 64, 64, 512, 512, 256]",2.1219280948873624,0.12109849787868364,10.0,1.0991438635566737,0.02048229088311443,330.5515917711119,16.81376192389871
plain_cnn_nbn-m0-cifar-n50-s42,plain_cnn_nbn,cifar,0.5,42,42,0,15,0.001,300,3,10,32,48,nan,"[256, 128, 512, 64, 64, 128, 64, 256, 128, 64, 256, 64, 512, 256, 64, 64, 512, 256, 256, 64, 128, 256, 64, 256, 64, 128, 512, 128, 512, 128, 64, 128, 64, 512, 64, 64, 128, 256, 256, 256, 256, 64, 128, 64, 64, 512, 512, 256]",2.4464393446710155,0.11913771356495813,10.0,1.0982536158058793,0.018316199088421567,355.2027590228941,16.775842645249213
plain_cnn_nbn-m0-cifar-n100-s42,plain_cnn_nbn,cifar,1.0,42,42,0,15,0.001,300,3,10,32,48,nan,"[256, 128, 512, 64, 64, 128, 64, 256, 128, 64, 256, 64, 512, 256, 64, 64, 512, 256, 256, 64, 128, 256, 64, 256, 64, 128, 512, 128, 512, 128, 64, 128, 64, 512, 64, 64, 128, 256, 256, 256, 256, 64, 128, 64, 64, 512, 512, 256]",2.4464393446710155,0.13085655314757483,10.0,1.1042388570203912,0.01959265196955599,186.48857949681172,16.94813107860682
plain_cnn_nbn-m1-cifar-n0-s42,plain_cnn_nbn,cifar,0.0,42,43,1,15,0.001,300,3,10,32,8,nan,"[512, 512, 512, 512, 64, 128, 512, 256]",2.2056408390647064,0.11132897603485838,10.0,0.44198282607831063,0.011484697719607676,19.01394819944372,7.2636494981125
plain_cnn_nbn-m1-cifar-n50-s42,plain_cnn_nbn,cifar,0.5,42,43,1,15,0.001,300,3,10,32,8,nan,"[512, 512, 512, 512, 64, 128, 512, 256]",2.5203802300547125,0.11718839582616673,10.0,0.3922705616103485,0.007192532197820036,10.791593080858162,6.700027529150248
plain_cnn_nbn-m1-cifar-n100-s42,plain_cnn_nbn,cifar,1.0,42,43,1,15,0.001,300,3,10,32,8,nan,"[512, 512, 512, 512, 64, 128, 512, 256]",2.5134608142624772,0.12109849787868364,10.0,0.3882381631643511,0.01039527819289029,9.38341466027162,6.677412971796002
plain_cnn_nbn-m2-cifar-n0-s42,plain_cnn_nbn,cifar,0.0,42,44,2,15,0.001,300,3,10,32,24,nan,"[512, 64, 64, 256, 256, 256, 64, 256, 256, 512, 512, 128, 64, 64, 512, 128, 256, 128, 64, 128, 256, 128, 64, 128]",2.9219280948873627,0.11132897603485838,10.0,0.9666061180032557,0.020670035274807774,8.213027174533195,14.892363788225339
plain_cnn_nbn-m2-cifar-n50-s42,plain_cnn_nbn,cifar,0.5,42,44,2,15,0.001,300,3,10,32,24,nan,"[512, 64, 64, 256, 256, 256, 64, 256, 256, 512, 512, 128, 64, 64, 512, 128, 256, 128, 64, 128, 256, 128, 64, 128]",2.617921954511902,0.12304781561747506,10.0,0.9702936100104125,0.022547762126145097,7.749535739592558,15.025754666537978
plain_cnn_nbn-m2-cifar-n100-s42,plain_cnn_nbn,cifar,1.0,42,44,2,15,0.001,300,3,10,32,24,nan,"[512, 64, 64, 256, 256, 256, 64, 256, 256, 512, 512, 128, 64, 64, 512, 128, 256, 128, 64, 128, 256, 128, 64, 128]",2.6464393446710157,0.12108703130374958,10.0,0.9701393221359467,0.02550082441969669,7.226506278998966,15.007526036526542
plain_cnn_nbn-m3-cifar-n0-s42,plain_cnn_nbn,cifar,0.0,42,45,3,15,0.001,300,3,10,32,16,nan,"[256, 256, 512, 256, 64, 256, 512, 128, 128, 256, 512, 256, 256, 256, 128, 512]",2.4900724146605526,0.11913771356495813,10.0,0.6664235630072654,0.01254636475112387,32.41762409858246,10.512104154913686
plain_cnn_nbn-m3-cifar-n50-s42,plain_cnn_nbn,cifar,0.5,42,45,3,15,0.001,300,3,10,32,16,nan,"[256, 256, 512, 256, 64, 256, 512, 128, 128, 256, 512, 256, 256, 256, 128, 512]",2.4904464165920484,0.12304781561747506,10.0,0.6675354687962681,0.010726169888000413,21.101355709790116,10.59217897534836
plain_cnn_nbn-m3-cifar-n100-s42,plain_cnn_nbn,cifar,1.0,42,45,3,15,0.001,300,3,10,32,16,nan,"[256, 256, 512, 256, 64, 256, 512, 128, 128, 256, 512, 256, 256, 256, 128, 512]",2.545769215022066,0.12695791766999198,10.0,0.6704977880464866,0.010165127994819929,24.301520629521896,10.620875644148327
plain_cnn_nbn-m4-cifar-n0-s42,plain_cnn_nbn,cifar,0.0,42,46,4,15,0.001,300,3,10,32,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",2.2084985073411203,0.1328173374613003,10.0,0.8815911061130464,0.03331284554183175,57.10159477982728,14.42878084257245
plain_cnn_nbn-m4-cifar-n50-s42,plain_cnn_nbn,cifar,0.5,42,46,4,15,0.001,300,3,10,32,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",2.395840674502371,0.14453617704391697,10.0,0.6101100699044764,0.024236860392344326,8.05110567679029,9.770005273167044
plain_cnn_nbn-m4-cifar-n100-s42,plain_cnn_nbn,cifar,1.0,42,46,4,15,0.001,300,3,10,32,8,nan,"[128, 64, 64, 256, 512, 128, 64, 512]",2.556296585047435,0.11135190918472652,10.0,0.42537996070459483,0.02006695210109127,6.2353126184501075,6.936281857546419
plain_cnn_bn-m0-cifar-n0-s42,plain_cnn_bn,cifar,0.0,42,1042,0,15,0.001,300,3,10,32,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.2855161060077838,0.1269464510950579,63.69,663.561086845398,21.234348099707773,0.3445912408195371,23413.914423942566
plain_cnn_bn-m0-cifar-n50-s42,plain_cnn_bn,cifar,0.5,42,1042,0,15,0.001,300,3,10,32,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.322748104583689,0.11522761151244122,46.88,694.4760944366456,46.14789902655892,0.2949818854146463,23526.40526199341
plain_cnn_bn-m0-cifar-n100-s42,plain_cnn_bn,cifar,1.0,42,1042,0,15,0.001,300,3,10,32,12,nan,"[64, 512, 128, 128, 512, 64, 512, 128, 64, 256, 128, 64]",2.4374522151131064,0.10546955624355005,4.55,707.9365144729614,27.169595945046975,0.2994183028240235,24149.757645606995
plain_cnn_bn-m1-cifar-n0-s42,plain_cnn_bn,cifar,0.0,42,1043,1,15,0.001,300,3,10,32,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.5219280948873637,0.12304781561747506,12.84,6744.876789093018,448.00049394557277,0.6673685862696144,120835.28921890259
plain_cnn_bn-m1-cifar-n50-s42,plain_cnn_bn,cifar,0.5,42,1043,1,15,0.001,300,3,10,32,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.9219280948873627,0.14257539273019149,10.74,6418.255475234985,465.0952740712269,0.656660733795989,118170.58409500122
plain_cnn_bn-m1-cifar-n100-s42,plain_cnn_bn,cifar,1.0,42,1043,1,15,0.001,300,3,10,32,32,nan,"[512, 64, 128, 256, 512, 128, 128, 64, 64, 64, 128, 256, 128, 128, 256, 256, 256, 128, 512, 512, 64, 64, 256, 64, 256, 512, 64, 64, 512, 512, 64, 256]",2.7219280948873625,0.1132782937736498,10.32,6783.5810855865475,131.61712306839476,0.8012439090952908,125072.41760635376
plain_cnn_bn-m2-cifar-n0-s42,plain_cnn_bn,cifar,0.0,42,1044,2,15,0.001,300,3,10,32,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.6464393446710157,0.11523907808737528,10.38,18492.144506072997,878.4006367694063,0.10000000000015366,283087.1071434021
plain_cnn_bn-m2-cifar-n50-s42,plain_cnn_bn,cifar,0.5,42,1044,2,15,0.001,300,3,10,32,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.7219280948873625,0.11718839582616673,10.63,15930.707320404053,652.0225533513415,0.2915678161456361,286022.971824646
plain_cnn_bn-m2-cifar-n100-s42,plain_cnn_bn,cifar,1.0,42,1044,2,15,0.001,300,3,10,32,60,nan,"[512, 128, 128, 64, 128, 256, 512, 128, 256, 128, 128, 512, 512, 128, 128, 64, 256, 256, 64, 256, 64, 256, 256, 128, 512, 128, 256, 64, 64, 64, 256, 128, 256, 64, 512, 128, 512, 256, 512, 256, 64, 128, 512, 128, 512, 512, 128, 128, 64, 64, 256, 64, 256, 256, 512, 128, 256, 512, 64, 256]",2.9219280948873627,0.12695791766999198,10.46,17711.323778533937,1593.3416476898249,0.5393660558879695,284355.2166748047
plain_cnn_bn-m3-cifar-n0-s42,plain_cnn_bn,cifar,0.0,42,1045,3,15,0.001,300,3,10,32,48,nan,"[512, 512, 512, 128, 64, 256, 64, 64, 128, 64, 128, 64, 64, 256, 64, 256, 256, 64, 128, 64, 64, 256, 64, 256, 256, 128, 256, 512, 512, 256, 64, 256, 512, 256, 512, 256, 128, 512, 512, 512, 128, 256, 64, 128, 512, 64, 512, 256]",2.4464393446710155,0.11718839582616673,9.77,14608.565519714355,1938.8738626111858,0.4271307313536662,234238.22859191895
plain_cnn_bn-m3-cifar-n50-s42,plain_cnn_bn,cifar,0.5,42,1045,3,15,0.001,300,3,10,32,48,nan,"[512, 512, 512, 128, 64, 256, 64, 64, 128, 64, 128, 64, 64, 256, 64, 256, 256, 64, 128, 64, 64, 256, 64, 256, 256, 128, 256, 512, 512, 256, 64, 256, 512, 256, 512, 256, 128, 512, 512, 512, 128, 256, 64, 128, 512, 64, 512, 256]",2.9219280948873627,0.12304781561747506,9.78,14299.682377624511,339.0590755087371,0.10000000000000266,238485.28796768188
